О00000016660,648089,1111361,504383,648182,696446,696761,1084577,745247,504385,676931,696766,696760
Х1308654,1094732,647236,1094740,430952,1079307,504565,1094733,1074031,430950,1079302,504567,1079300
77777Х106391,1094225,1101926,388559,1094740,1010467,1102053,1096630,1101962,1094317,1101723,1094204,1101625
О00000002401,1094760,588368,1073246,1094740,504551,1017478,1094721,567118,1101723,638676,1094750,506003
Х106547,569912,166842,569102,1080208,1094740,647544,505429,473432,410632,389275,1089832,1101085
О00000028126,1094774,1086026,1103011,1094740,1112131,491470,862996,1094772,653667,1103090,433344,1112134
О00000004137,695969,1019796,1085042,504584,1097820,638500,695277,1085557,387900,638501,1100734,862992
О00000026479,467034,648309,1094740,1096400,504114,670813,885890,542986,1085177,677923,953586,517659
О00000016703,1091425,1080845,1085121,504565,589569,1077971,648780,504584,619605,648781,504600
Ю00000020672,504584,692311,676619,461135,1101832,1094740,505429,166986,1088827,461121,1101568,504565
Ю00000028984,1078721,499972,1101648,1101670,504584,1094740,577833,589602,459169,459162,504565,1097031
Ю00000025760,914733,914731,914655,695297,1083972,696338,1099934,914654,695210,1124010,696160,1099935
X1350314126,618504,527440,521214,695861,473432,695920,1111522,166840,521216,527424,648800,696079
Х132356,389399,587761,1072325,1073514,1061263,648814,389395,587778,721459,863014,1084023,433344
О00000000901,577054,994671,862842,521327,521346,1094740,587759,476242,1118559,521344,502562,591926
Х1316121,1078310,1094772,1094740,1073349,1083138,1061268,1078311,1094774,1101085,1061267,521608,1096222
X169125214,1114672,1008598,1103051,1094740,1087097,1114752,1101084,1104386,1101085,988997,696669,1111472
О00000017814,1090808,721387,1091175,1084692,696384,696757,696748,1090806,721385,1091176,695591,696557
Х1313140,504600,575901,1094740,173061,433344,1103027,504584,578803,173060,1017422,1096656,504565
70436086,1076637,1094740,536315,624902,1014327,577504,1101085,565186,714879,1014331,537524,1014341
77777Х1472,1100693,1094740,1031511,564844,885918,1101587,1094331,1078722,672300,695122,639217,1102129
Ю00000019471,1094745,1096222,638780,563915,695384,1086034,1094751,1096012,1017422,676467,991452,167257
X3030587,1094740,1078721,504115,638780,1088831,1031513,505386,1085177,433344,479844,167244,577833
77777Х1306384,1094740,504582,696451,445643,1092838,1094964,1101085,504596,1025091,577425,1092833,1096087
77777X188141,1094772,648604,696140,695384,505983,1109696,1094774,647906,653797,991452,530170,1095975
О00000038032,1094740,862837,647042,433344,568662,443287,1101085,1138926,647045,491470,1126356,647043
Х103267,648133,502565,476384,862842,1094740,639286,577054,521345,994671,1118559,1106935,577052
X16912757329,721385,167905,695999,696384,696366,1100823,696678,721384,167906,695659,696165,695713
Х145371,576032,167051,1095013,1099626,1000638,500311,714858,167055,448705,1071365,568097,500314
О00000027848,562143,1019796,1097820,542986,540347,1094740,1114726,695969,536030,542987,540348,1114700
Х130225524,1094740,1091425,996042,695920,458884,1103029,1085609,167751,1118532,692313,1101085,1077426
77777Х130637,455890,505367,1091164,618485,1085253,648814,695920,499972,1072984,1072706,618489,491470
О00000003272,1084797,491470,461126,1094772,1077426,1103049,530510,638780,1102205,744604,1109708,521215
Х11366,387784,1094740,1091430,433344,692435,1124869,387783,1101085,523668,491470,841037,1075209
О00000018812,1094201,1071437,721388,520659,1031510,520757,696748,173052,721389,520725,1083110,696761
X18809255,1103044,1094721,1075600,1109696,1094764,1045434,1095977,1094716,1094755,862848,1094766,167241
Х1311137,726016,499963,1072985,1094740,1103078,1027100,474744,499959,577870,1101085,1024539,588530
О00000017033,695714,696384,721392,443034,1100744,696748,696738,695661,696557,721391,443033,568830
О00000030580,1118642,429146,696757,1084692,696384,721390,696748,721391,721385,695713,695897,696557
801239,725998,521731,433344,1014334,638110,500310,1075180,521733,676633,166891,500314,1077971
О00000015976,695277,1019796,696079,1085557,504584,540347,1100734,536030,695623,862330,504600,540348
Х131620047,1085253,1014327,504584,577833,676454,587445,1014332,504582,505364,587441,1101555,504572
X18306,1094740,1095460,1094772,469479,1083138,1100702,1101085,1094748,469478,1100705,587877,587879
О00000019115,695817,1101626,166922,564844,1031511,166889,1102023,166937,1080228,1109728,1102024,172345
Х131620718,469562,1096640,587445,1101693,862859,618504,1094725,500016,1096648,587443,1100600,1074546
Х1302356162,167763,1094740,1075828,504565,1102053,472305,1097697,1094739,1097891,504584,1102022,1109684
Ю00000000903,1078050,504584,1072717,505367,1092085,589573,638780,1078051,504565,670923,505386,166987
X1303070336,638501,1114700,166519,696667,648434,638780,1023270,1096015,1118533,166523,433344,1023275
О00000006444,1074757,638780,1094740,1095014,647043,1094772,1056063,1017422,1101085,1095033,647050,1094774
X30308144,1078050,529857,669463,670773,1096648,696230,1101669,1078051,991062,484478,670771,1096650
Ю00000003329,388910,1094740,1088831,504114,648250,173063,648903,589854,1101085,479844,648611,173065
Ю00000022467,988997,1094752,1096222,1094660,747843,695743,576845,1094748,1103019,1083950,996014,504094
О00000007300,1061263,1061316,467034,1010471,1072325,389475,1061267,573646,1087730,389467,1061268,1097124
Х11582,1101620,167763,1094263,695920,1118678,505429,1017518,167748,1094330,1071365,1094646,1017516
X400132118,167875,429146,696757,695999,696557,696748,696739,167878,721385,696766,695897,696288
О00000035027,862837,1017422,1090535,1094740,472314,1085177,721412,1097692,1109674,1101085,1126361,479657
X169108012212,647041,1094740,696300,521346,676421,521344,647052,696475,502565,636356,1027045,1085254
Х12725289,504589,1101734,695920,1094965,1122366,1099626,387900,650294,696079,166835,1124141,504574
О00000034408,1095460,1103019,1094769,647895,1072920,714865,1094752,1096222,1118992,996014,1103095,1101085
Х130589,696437,1103027,522370,647045,696686,521731,814977,696444,1103084,1073851,696698,521734
X1699224,1019853,167672,1094740,975418,696481,505771,1019854,167670,1101085,695265,1019836,975420
Ю00000029180,1078051,1090535,1094772,459056,1085177,1073333,1073166,1078050,1109674,459057,479657,577869
Х12725364,387900,692311,387789,638780,473432,1100680,996944,692436,387790,1122423,648797,1100681
Х11818,504565,387774,624948,387784,696079,1103029,647211,504584,387775,1100655,1101832,1000119
Х1316200132,1103044,505375,1071436,1087543,1124880,530868,1094774,577869,695458,1031511,1124881,1124050
Ю00000019789,1084321,1083972,521329,504386,696074,622500,695999,1124010,521345,520660,696366,536281
X18612796,1084797,1103025,461126,568099,504584,530510,521345,1094734,461135,1101820,1077959,521214
Ю00000024550,504337,696074,521823,695999,461121,1103052,504386,696766,1075277,1084321,461127,520748
Ю00000025672,1074757,1094774,1094740,926949,991420,670836,565186,492437,1056063
Х1302710193,497901,523335,459586,1094740,862867,1101932,167748,523340,1084243,467106,1101935,474782
Х12725461,504584,1118678,1084130,166519,1101819,1096008,499971,504567,1026000,696640,1023239,568135
Х21203334,1094661,1094752,1103010,1096222,1096012,1079666,471534,1085604,414308,567103
О00000023407,1017422,696585,721412,1103075,1094740,725977,433344,1084224,862837,1096087,725976,1122421
X16975187119,474065,1072852,639726,731188,522376,1027037,500006,499967,1096652,1018155,522369,1092838
О00000030471,1085177,1094721,479844,1094772,504584,1000638,1010482,1094758,1088831,1103073,387891,387775
Х12725403,505429,387786,1093560,1094721,647044,1094740,387774,504584,387784,1102016,1060950,387775
Х1313114,484207,504584,1094740,1078748,695920,638780,594385,504565,1101085,1080997,696244,433344
X131503156,1008595,1094734,993319,576081,1029176,402410,1000577,1103076,1112175,576068,991500,410542
О00000005490,1103044,461003,1109696,1094764,505775,914652,1118987,647915,1095976,505779,999556,1094772
X1099025428,1094740,1113714,696079,500310,714834,1100734,1101085,692496,696072,500314,587531,587947
Х12134,731223,1094740,648190,725562,1101542,387784,1101844,1094742,648187,473662,1101547,387783
Х145338,576081,1094740,505793,166922,1031511,1081343,576087,522449,539670,1080228,576090,522446
О00000014492,443689,618504,638780,1025088,505375,624955,588515,1080853,433344,647153,505377,1093551
Х1218334,387785,1014327,502565,1000558,885918,1088880,502564,387783,1014332,476239,1101566,1014331
О00000027732,520677,696366,647043,696408,1008606,505768,504386,696074,647051,458040,1077440,1075278
X131503133,1000570,1098215,1085253,521653,647547,1101832,863038,1096087,1073487,1101831,476239,1113728
О00000018896,1095460,1094740,491470,1096222,1126994,1113592,1094752,1101085,1017422,1103019,1092828,1109697
X188193,1094772,506003,696243,1094745,505376,504584,1094774,862846,696140,1094744,1078721,504565
О00000025916,1061268,1031511,624926,1061316,1072325,1080585,1124991,1061267,676436,1094251,1119831,989006
О00000033183,1094661,1109695,1096222,1090535,1094740,460948,1094752,1094660,1103067,504094,1101085,460950
Ю00000003441,1090690,577509,469570,1073168,461133,499963,696394,458883,1124148,521750,461049,696297
О00000001473,1078051,389436,1031511,1102023,885918,696213,1114700,1078050,389452,1120553,506752,1084022
О00000014147,504565,1120560,387775,638780,1031511,1094740,505429,387773,1017422,1075589,504584,387771
О00000022215,1078050,504589,504550,1085614,1094772,1101821,695743,824491,387891,387685,1088858,1103073
О00000028440,443692,1111517,618504,491470,504549,1080236,1094820,443691,1080852,990298,648814,461122
X183189,167514,745382,1094201,696757,695999,1094740,721384,1087703,745255,696366,695897,1101085
Х1218331,387784,562143,1094774,1014342,588461,647237,387783,695277,1118987,1017496,387785,387786
Х131566,1094740,647237,1072984,458883,521728,633128,1094775,647239,577836,458884,470052,530868
О00000001993,600692,633128,505429,1014331,1017428,1000638,1078726,1094227,588461,387862,1014341,670760
X1311011155,562143,1085042,695920,1097820,1019796,648809,564844,695277,1085557,695847,166515,504000
Х1316200147,1118678,504584,638780,695920,588461,1097147,1094740,1088860,996951,1017422,696079,530860
О00000004846,1078050,1074758,1078721,387773,1078754,1101285,1078722,1078051,1072717,577869,568095,471620
О00000005643,576128,996951,1094740,638780,564844,991482,1101595,505429,1101723,1090525,653682,1100665
X190267,443248,1103092,500311,1094740,521653,604485,499957,443247,577795,500340,1073487,1073471
X11275,1094772,862822,1082108,443252,512050,1031513,1103024,506003,1082107,443247,566980,1096222
X10192045,1094740,1077988,504565,1094772,695514,696001,1077976,504600,1118987,695272,1000561,1077989
X1048040867,676559,1094772,1014327,567704,1090525,991470,676557,1094774,1014332,692297,1020208,676556
О00000013904,732291,504338,696172,696530,696017,433344,1084146,1019832,725983,696415,1089874,1019833
Х11102,1014360,1075284,1094772,473751,1090525,166949,1014359,1075306,1118987,473745,1071365,1014362
О00000016615,520656,1103013,696557,695999,521823,696784,504337,587759,696562,975413,505770,696785
X10990201105,1103032,1096008,542986,677923,1090784,676743,1113714,1103063,648311,670813,792317,676746
Х153710844,1073517,639483,604485,500344,1094736,1082105,1073510,1075830,1096650,500321,1094720,1082108
Х11563,387900,497901,1101739,695920,631028,1094740,504589,474782,1101748,696079,885947,1109724
Х131484,1094740,638780,695743,1083138,430948,1094772,1101085,491470,695384,1114577,1072855,1096222
X186126289,1094772,744319,1114740,996955,1103079,1094721,695384,1103024,1109737,461122,996956,1094769
X1350314124,521345,443637,1095974,588523,588421,502564,521346,862996,841035,1111462,587839
О00000001976,504584,638780,1091164,458501,1094772,1088165,504600,491470,1093360,458502,1096222,1071365
О00000022604,504386,696766,696761,696384,696785,696383,504342,696446,696760,696557,696784,696264
77777Х106293,1094740,1101900,504584,166973,166840,1089832,647544,1094739,1101917,504565,692416,410559
X131102302,692436,1084797,1085042,695920,499963,1095460,1124141,521214,862992,695890,836617,1103095
77777Х14159,670764,1005663,1094738,1091164,1101932,523512,676566,1095954,672294,1101855,388628,1101941
X43716141,1078051,1078050,1103044,1097348,1094740,1103078,458911,696534,696469,696394,521739
Х130913,387784,648224,1094740,653688,1085250,588530,387786,1124052,1101085,1109667,1078726,1094314
О00000016392,461130,521215,1085133,1094740,1079447,862999,577797,1084797,589619,1103029,1082099,1084549
Х1308136,505429,1094772,1094740,500015,1084130,696534,387891,1096222,500019,696640,1075227,504589
X109901299,1094820,1103018,1096400,677923,1096008,542986,587947,1094718,1103032,840996,670813,542987
X4371419,1094740,1094733,1085131,474093,695920,1010468,1101085,1103061,445654,469580,696005,504584
О00000011788,1078748,1017422,474784,1094740,653850,600673,1080249,433344,1094662,1101085,467106,1060960
Х1214872,389396,1094740,167763,1095460,1094772,1103027,389395,1101085,474784,1094751,1097824,389398
Х1307173,522369,469575,522351,1094740,676453,458528,1079661,469581,522321,731196,522370,474093
Х130252150,504337,500015,1094740,1017452,696233,468458,1079707,504386,500008,1094209,695701,468460
X109901242,1096400,695920,1102005,451752,696481,677923,1096009,695623,1018612,816783,1084301,670813
X183149,721392,1094740,167529,1094778,696562,721384,721391,167514,1094729,696223,721387,721395
X1691934,696300,1097337,1085145,696145,505869,695539,634781,696181,520749,695480,696286,521823
Х12725405,387891,1088860,1094740,863045,387685,469904,504582,166987,695242,504550,474036,996952
О00000002763,696366,696562,1111361,504383,1075278,1075584,696766,696388,1072337,520668,1075277,695539
Х153711030,714863,592143,639726,443250,653696,696696,1096650,500308,1096652,443251,1073487,1096640
77777Х14131,1094740,1100693,387784,1091425,433344,461131,566986,1097031,388633,387783,491470,461073
О00000030579,721385,1118631,1084692,696757,696748,636368,696738,721387,1118548,695808,695713,696761
Х1302356116,1094740,1090783,577504,1083102,1096438,1099626,1097031,167770,1101136,1118678,1101085,692297
X190436,676454,1084682,1077973,505775,1099468,1094774,521269,695835,1095937,1025091,1097825,1097824
X30308218,1078050,1118541,1094740,656060,1078317,504584,500309,1078051,991062,1103029,484478,1075589
О00000012494,1014332,1094740,633128,676557,1008602,1094188,1014331,1124072,676559,504394,1101555,1101538
X131102344,696079,1083831,1085042,1094732,1094740,1099626,695920,1017512,1085557,1094733,1090525,1118532
Х13024707,1080997,1094740,459588,1090783,468458,616552,523313,459586,996042,468460,1081000,695563
X1691080175,504424,520704,474744,1088101,505429,506395,647042,520655,1088122,504596,504425,647050
О00000030191,1094752,1096222,443212,589573,991451,639726,1109710,1103044,443209,695743,695107,1094747
О00000029474,1114568,461129,505367,433344,1094740,1017512,588412,577795,505366,491470,1083831,588411
7181036,1094740,1103017,173067,1094760,1047569,696076,1101085,1103021,173064,1109699,695277,1100736
Х13021295,468461,996042,1094740,433344,500310,695920,1109716,468302,466630,638780,500314,696072
Ю00000023509,1101275,1073168,469575,1079707,1087692,732300,1101278,474658,474090,1124034,1087726,1124106
О00000003959,387783,1090692,1099626,996951,458884,1105826,387786,1111523,504574,580906,387785,1026000
Х151460,505851,1100726,1094740,505829,1094760,1075820,696079,505854,1102142,1101085,505836,695179
X1691967,696408,647042,1097317,505870,696300,695999,696766,520749,647050,1096333,1075278,696303
Х1308498,576008,461133,676454,696669,167286,676458,567704,588412,577795,1095974,696668,443744
X169164173,1084682,695897,696384,721384,696748,1099468,597459,696746,695605,696165,721385,696714
Х1302717252,1027058,500016,467867,638780,696213,505386,578821,469572,467863,648814,696214,577869
77777Х145866,576068,1094740,1085609,473662,991420,885969,714858,1094819,505231,619520,564889,576108
X40013216,167878,721385,696757,695999,696288,167889,696748,167876,721387,696225,695897,696388
Х130811,1094772,638780,1103078,1103027,521346,676454,1094774,433344,1095947,1094735,502562,521269
X169109010163,696383,505619,496509,647528,696672,664948,1083865,696544,568432,696624,648076,696325
О00000029000,1094740,499963,638780,443209,1080236,1095018,499959,433344,443210,521548,499958,491470
Х143328,1094775,1100600,1101677,1031511,1090525,695920,1097031,1101695,1101671,1091430,692436,1094740
Х12725333,996951,1090783,522329,1101731,505375,696396,1089832,504584,522405,1101737,1094308,1056068
X1048041318,1010468,1101933,388559,521346,505775,458443,504600,862899,696396,502562,696452,996951
Х1304117,458908,455890,696686,167763,696213,504565,521291,458910,1073514,714831,1094666,529863
О00000033205,1094740,1084797,1017422,1103078,1094735,1103017,1101085,530512,433344,1095114,1096655,1096087
X130501324,1094740,520730,696757,696714,695611,505768,1101085,1019853,695713,696748,695495,505871
Х1310235,505386,1094740,616544,588461,389397,1078308,885918,1097147,1101723,647238,639677,389398
X30308215,1078051,472214,1014326,638780,1094740,648187,695667,1014335,1122426,1101085,648222,1014337
Ю00000002741,1090692,499957,638549,1072706,458529,639677,1096630,1072852,578885,1026004,458527,1124027
О00000025418,696408,696379,696138,695357,696017,696137,696752,458040,1084170,1085145,695714,696294
77777Х14166,670764,1085250,1103067,1103029,1074757,1101858,670775,1054468,1118987,1101085,538867,1101862
Х151475,579070,505840,1101930,433344,695920,695667,521660,505851,569119,1122426,696079,505821
Х1322181,497901,500007,1084130,1086032,1100715,504114,695799,167763,500013,696640,575902,1100716
X3931008,504386,696073,505775,1094740,1075278,696366,520660,975412,505779,521823,696446,520668
О00000011900,696213,504584,695920,1124052,1061263,491470,696640,504565,696079,1124048,1061267,433344
champion_4918,521215,1094740,1094745,1000638,568662,1103027,521216,1109699,387774,1103084,530511,1109750
О00000000915,604485,504565,1094740,1072920,862824,677913,1073471,505429,1101085,639720,1110388,695295
О00000006060,1101277,1094317,1094225,1094230,166842,1094740,1100720,1087730,1096630,1094298,166840,1101723
О00000034749,1095994,1094740,505367,443637,1087543,1107809,1096670,505366,1111516,1123865,1100645,1095114
О00000035779,1084797,499972,1094820,692436,648802,576839,1094210,521214,499963,1095460,166981,473431
О00000005876,504584,1103044,387774,613022,1094740,648790,862822,504565,1094772,387772,1101731,569912
О00000011856,1094661,1109695,651348,1095978,1096222,647895,1109668,1094660,988997,1097313,1095460,504094
Ю00000025199,1100823,443033,747192,862879,695836,429146,568830,443031,721392,863093,696742,721385
X7654,670794,1018607,1103032,467034,1094820,1096400,521346,695233,1018612,1103063,792317,637987
О00000026500,520661,696300,696361,1103078,1075278,696366,520656,695975,696146,505763,696766,520659
Х12725388,504565,676614,1101820,1075589,1094740,1118678,504584,676622,1101821,1078726,1097031,1029176
Х1316200134,1078721,633128,999529,504584,1096482,521603,577874,588461,167105,504565,1088886,521609
О00000039564,1094661,1109695,504091,1096222,1094740,1080846,1094752,1094660,862985,1109668,1094851,576839
Ю00000021211,1094740,1094670,1101832,1094772,647465,1100653,1094662,1101831,1103018,676562,1100651,1097697
Х153710867,639481,500344,1096650,458883,1094740,696569,639482,639480,500310,500358,458884,1072982
О00000004996,1094751,1096222,1094740,461122,502563,696451,433344,1095460,1096012,461121,637986,696257
712165,166523,638501,1114700,648434,696667,1094740,166494,166514,1096015,1118533,1094742,1132068
X1048041302402,1100720,1096630,1010471,591998,499971,1094740,1101962,1096623,1094317,676700,1072851,603783
X1048040880,676559,1094740,387784,676453,1101962,1100693,1103044,676557,387785,1100719,1100597,388585
X3030554,472218,1084545,696213,1101695,589573,433344,676861,472211,1084022,1101698,491470,544371
X13244902,1094740,1114752,173020,1085042,975411,173067,1114672,173019,988969,975424,173056,1118533
X400122100,721392,696366,695999,696562,919417,1094740,721391,695835,695897,696288,958772,1090786
О00000019590,499961,167748,469562,1094774,1094740,521603,504584,499959,474781,469565,696109,504565
X1048041302490,1094740,1094230,670774,1094732,672290,1096085,1101085,1094298,1094247,1094738,569117,1120567
О00000015851,600693,1118678,1094740,504584,166922,676566,885926,576128,166987,504565,539670,670764
X169109140,648082,1080611,520668,696672,696383,1079330,496509,648089,1111361,504383,648090,696602
О00000029478,1094732,433344,1094721,1094740,1080598,461122,1103025,1124860,1094751,676543,1094738,1114640
Х1308392,696669,500008,638780,529866,504600,696257,696687,500016,648811,587762,387900,505775
О00000004773,578776,1100698,1094740,1094670,1080217,653851,1094192,448763,1100695,1094662,653687,1094191
X169109010160,504339,696557,696074,695999,589886,1085254,695437,520661,696562,696366,975412,589887
Х1313272,639453,1094740,1094721,696648,638757,648809,592806,1103079,1094661,638763,575909,1109699
О00000031727,1094760,1118987,738605,1094740,1094764,1095977,1094756,1103067,996031,1101085,1095978,1094758
О00000012169,504565,1101832,647240,569104,387772,1023244,504600,1101830,647237,603783,568096,1087739
О00000020925,721412,1017422,1094772,530180,648201,1079461,1126356,491470,862822,505987,1056066,1096642
Х40012281,696366,696562,696748,695999,1097825,1095999,1080655,696766,696388,696761,695265,695182
Х1215719,1017468,1094740,1093560,638780,505429,500323,1014318,1093572,433344,504600,500330,1000635
О00000014466,1078747,1090783,459586,1094740,1101902,474817,862867,1080251,497901,1084243,1101085,1101912
О00000016040,696766,504383,696300,1023250,696557,696786,696446,504336,695975,670514,696562,696785
X393356,696557,696073,696074,505763,1075206,696148,696562,695999,696446,1075278,676421,1084590
X169125146,695611,1097317,1104386,696668,540538,502565,695524,1101084,696500,696653,1083936,1093543
