Внешний код,Название,ID,Основной раздел,Источник данных
X1861250834,"Триммерная головка HUSQVARNA Т35Х,U 5784494-01",459270,Головки триммерные,Импорт 1С
X1861250865,Триммерная головка HUSQVARNA 5784471-01,459271,Головки триммерные,Импорт 1С
X1861250860,"Триммерная головка PATRIOT (для триммеров ELT800, ELT1200, PT2340, PT2540 807114010)",459273,Головки триммерные,Импорт 1С
X3876856,Триммерная головка PATRIOT DL-1202,459276,Головки триммерные,Импорт 1С
X1861250854,Триммерная головка PATRIOT DL-1204,459278,Головки триммерные,Импорт 1С
X1861250867,Триммерная головка PATRIOT DL-1207,459279,Головки триммерные,Импорт 1С
X3876858,"Триммерная головка PATRIOT DL-1208, левая резьба",459280,Головки триммерные,Импорт 1С
X3871479,"Триммерная головка PATRIOT SP40 (для триммеров ELT800, ELT1200, РТ2340, РТ2540)",459281,Головки триммерные,Импорт 1С
X1861250837,Триммерная головка PATRIOT SPDL-1307 (для триммеров ELT-1150),459282,Головки триммерные,Импорт 1С
X1861250852,Металлическая триммерная головка STURM GT3513M-24,459287,Головки триммерные,Импорт 1С
X1861250863,Пластиковая триммерная головка STURM GT3513P-24,459288,Головки триммерные,Импорт 1С
X1861250832,"Триммерная головка SPARTA Tap Go OM 6301-9021 (2,4 мм, для триммеров Sparta 25)",459290,Головки триммерные,Импорт 1С
X3879017,Нож  4-х лопастной для жесткой травы Champion 4/255/25.4 С 5111,459293,Ножи и диски для триммеров,Импорт 1С
Х1305297,Режущий нож DWT EM-12,459294,Ножи и диски для триммеров,Импорт 1С
X18612522,"Металлический трехзубчатый нож для триммера ECHO (230x25,4x2 мм)",459295,Ножи и диски для триммеров,Импорт 1С
X18612523,4-зубчатый нож для триммера ECHO 000021 (230 мм),459296,Ножи и диски для триммеров,Импорт 1С
X18612524,"4-зубчатый нож для триммера ECHO (255x25,4 мм)",459297,Ножи и диски для триммеров,Импорт 1С
X18612555,80-зубчатый нож ECHO (255 мм),459298,Ножи и диски для триммеров,Импорт 1С
X1861250945,Диск для кустореза HUSQVARNA SCARLETT 5784425-01,459299,Ножи и диски для триммеров,Импорт 1С
X1861250944,Диск для кустореза HUSQVARNA SCARLETT 5784426-01,459300,Ножи и диски для триммеров,Импорт 1С
X1861250940,Диск для кустореза HUSQVARNA Maxi 5784429-01,459301,Ножи и диски для триммеров,Импорт 1С
X1861250952,Нож для травы HUSQVARNA Grass 255-4Т 5784437-01,459302,Ножи и диски для триммеров,Импорт 1С
X1861250951,Нож для травы HUSQVARNA Grass 250-8Т 5784440-01,459303,Ножи и диски для триммеров,Импорт 1С
X1861250956,"16-зубчатый нож для триммера PATRIOT PT-GCB16T (230x25,4 мм)",459304,Ножи и диски для триммеров,Импорт 1С
X3878717,Нож для триммера PATRIOT РТ-GCB8T 8 зубьев,459308,Ножи и диски для триммеров,Импорт 1С
X186125369,"Леска для триммера STURM GT3535-2.0-4, 2 мм",459374,Леска для триммеров,Импорт 1С
X18612507140,"Леска триммерная Caiman PRO CB035, 2.5 мм х 81 м",459379,Леска для триммеров,Импорт 1С
X18612507211,"Леска профессиональная Caiman Titanium Power CB269, 2,5 мм, 15 м",459380,Леска для триммеров,Импорт 1С
X18612507212,"Леска для триммера Caiman PRO DI051, 3.5 мм",459381,Леска для триммеров,Импорт 1С
Х13021061,Двусторонний гаечный ключ ЭНКОР 26017 (12x13 мм),459384,Рожковые ключи,Импорт 1С
Х13025137,"Ключ-шестигранник ЭНКОР 20813 (2,5 мм, блистер)",459385,Шестигранные ключи,Импорт 1С
Х13025140,"Ключ-шестигранник ЭНКОР 20816 (5 мм, блистер)",459387,Шестигранные ключи,Импорт 1С
Х130271767,Ключ комбинированный JONNESWAY W26117 (17 мм),459499,Комбинированные ключи,Импорт 1С
Х13029811,"Трещотка короткая JONNESWAY R2902B (1/4"", 36 зубцов, 110 мм) ",459500,Трещотки,Импорт 1С
Х13029812,"Трещотка JONNESWAY R2904 (1/2"", 36 зубцов, 278 мм)",459501,Трещотки,Импорт 1С
Х13029821,"Трещотка короткая JONNESWAY R2904В (1/2"", 36 зубцов, 170 мм)",459502,Трещотки,Импорт 1С
X11217,"Усиленная садовая двухколесная тачка Variant 12110 [диаметр колеса: 380 мм, объем корыта: 110 л]",459528,Тачки,Импорт 1С
X11258,"Строительная тачка с пневматическим колесом Belamos T709P [D колеса: 400 мм, объем: 120 л, вес: 17 кг]",459529,Тачки,Импорт 1С
Х13025126,"Гибкий удлинитель JONNESWAY S27H2 (1/4"", 145 мм)",459584,Прочие насадки для дрелей и шуруповертов,Импорт 1С
Х13025125,"Удлинитель гибкий JONNESWAY S27H4 (1/2"", 205 мм)",459585,Прочие насадки для дрелей и шуруповертов,Импорт 1С
Х13025124,"Удлинитель JONNESWAY S24H2150 (1/4"", 150 мм)",459586,Прочие насадки для дрелей и шуруповертов,Импорт 1С
Х13025118,"Шарообразный удлинитель JONNESWAY S21H41250 (1/2"", 250 мм)",459587,Прочие насадки для дрелей и шуруповертов,Импорт 1С
Х13025120,"Шарообразный удлинитель JONNESWAY S21H41125 (1/2"", 125 мм)",459588,Прочие насадки для дрелей и шуруповертов,Импорт 1С
Х130238436,"Трубный ключ 1.5"" 1/25 Энкор 19986",459594,Ключи трубные,Импорт 1С
Х130238435,"Ключ трубный газовый 1"" 90' Энкор 19985",459595,Ключи трубные,Импорт 1С
X1048041302384,Аккумуляторная дрель-шуруповерт Metabo PowerMaxx BS Quick Pro 600157500,459691,Аккумуляторные дрели-шуруповерты,Импорт 1С
X1292270313,"Затирочная машина Masalta MT36-4 для заглаживания, двигатель: honda gx 160, вес: 75 кг, роторов: 1, 4 лопасти",460056,Затирочные машины,Импорт 1С
Х1272218,"Штроборез BOSCH GNF 20 CA, вес: 3 кг, ширина обработки: 23 мм, диск: 115 мм",460075,Штроборезы,Импорт 1С
X19040012,"Садовый измельчитель PATRIOT PT SE24, производительность 270000 об/час",460511,Садовые измельчители,Импорт 1С
Х150616620,"Переходное кольцо Атака (32x25,4 мм)",460931,Прочие комплектующие для шлифмашин,Импорт 1С
X188145966,"Заточной диск Champion С2025/С210 80591 (105x4,5x22,2 мм)",460941,Для точильных станков,Импорт 1С
X188145973,"Заточной диск Champion С2022 2200190180621 (145x3,2x22,2 мм)",460942,Для точильных станков,Импорт 1С
X188145965,Обойма напильников Champion DELUXE Pro C6552/C221 21008 4 мм,460944,Комплекты напильников,Импорт 1С
X188145964,Обойма напильников Champion DELUXE Pro C6553/C222 22005 4.8 мм,460945,Комплекты напильников,Импорт 1С
X188145949,Станок заточный электрический Champion С2002 12V,460946,Напильники,Импорт 1С
X188145974,Станок клепальный Champion С1511/С189,460947,Клепальные и расклепочные станки для заклепки цепей,Импорт 1С
X188376,Напильник Champion С8001 4 мм,460948,Напильники,Импорт 1С
X188377,Напильник Champion С8003 4.8 мм,460949,Напильники,Импорт 1С
X18832,Напильник ECHO C-330001 4 мм,460950,Напильники,Импорт 1С
X18837,Напильник ECHO C-330007 4.8 мм,460951,Напильники,Импорт 1С
X188145977,"Набор для заточки цепей OREGON 20BP-LP SERIES Q90407, 5 предметов",460953,Комплекты напильников,Импорт 1С
X188145975,"Напильник круглый OREGON 70504 4 мм, 5/32""",460955,Напильники,Импорт 1С
X188145956,"Напильник круглый OREGON 70503 4.8 мм, 3/16""",460956,Напильники,Импорт 1С
X188145958,"Напильник круглый OREGON 70502 5.5 мм, 7/32""",460957,Напильники,Импорт 1С
X188143353,Комбинированная канистра Champion С1301/С995,460958,Канистры,Импорт 1С
X188143370,"Валочный клин Champion С1353/С203 (12"")",460959,Валочные клинья,Импорт 1С
X188143367,"Валочный клин Champion С1350/С200 (5 1/2"")",460960,Валочные клинья,Импорт 1С
X188143368,"Валочный клин Champion С1351/С201 (8"")",460961,Валочные клинья,Импорт 1С
77777X18832,Комбинированный ключ Champion С1202,460962,Комбинированные ключи,Импорт 1С
X188337,Пластиковая масленка со смазкой Champion С11104,460963,Шприцы-масленки,Импорт 1С
X188143366,"Защитные противошумные наушники Champion С1002/С102, шумоподавление до 32 дБ",460964,Наушники противошумные,Импорт 1С
X188152,Станок расклепочный Champion C1510/C188,460965,Клепальные и расклепочные станки для заклепки цепей,Импорт 1С
77777X1881930,Канистра для топлива HUSQVARNA 5776164-04 (1 л),460966,Канистры,Импорт 1С
X188143360,Канистра для топлива HUSQVARNA 5776164-20 (5 л),460967,Канистры,Импорт 1С
77777X18861,"Шина для цепной пилы HUSQVARNA 5019592-52 (14"", 3/8"")",460973,Шины для бензопил,Импорт 1С
